"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Scientific_Name","Ecosystem","Species_Overlap","Plasticity_Mechanism","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T2_mean","T2_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Acclimation_Life-History_Stage","Animal_Overlap_T1","Animal_Overlap_T2","Shared_Control","Trait_Category","Measurement","Trait_Unit","Performance_Curve","Complex_Design","Animal_Overlap","Percentage_Transformation","Proportion_Transformation","In_Transformation","Reciprocal_Transformation","n_R1-1","R1-1_Mean","R1-1_SD_Final","n_R2-2","R2-2_Mean","R2-2_SD_Final"
947,83,1,2,4,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",543,11.99,0.466047207909242,259,12.29,0.804673846971554
948,83,1,2,5,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Population","Gender","%","No","No","A","Yes","No","No","No",60,61.8,10.6119743686083,30,60.04,10.0780950580951
949,83,1,2,6,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Fecundity","No.","No","No","A","No","No","No","No",60,162.43,24.7870934157275,30,127.55,29.4127013380274
950,83,1,2,7,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,32.03,5.88693468623527,30,23.15,4.32700820429081
951,83,1,2,8,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,6,"Alternating",2,"Day",NA,"A","C","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,26.69,4.72503968237305,30,12.72,2.9577018105279
952,83,1,3,1,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Population","Hatchability","%","No","No","A","Yes","No","No","No",60,94.62,5.42217668469038,30,96.07,3.9436024140372
953,83,1,3,2,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Population","Survival Rate","%","No","No","A","Yes","No","No","No",60,86.42,7.51358769164239,30,88.76,4.60086948304339
954,83,1,3,3,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",905,12.22,0.601664358259653,434,12.38,0.62497999967999
955,83,1,3,4,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",543,11.99,0.466047207909242,249,12.24,0.788986691902975
956,83,1,3,5,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Population","Gender","%","No","No","A","Yes","No","No","No",60,61.8,10.6119743686083,30,63.47,7.77766031657336
957,83,1,3,6,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Fecundity","No.","No","No","A","No","No","No","No",60,162.43,24.7870934157275,30,129.37,23.6616144842232
958,83,1,3,7,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,32.03,5.88693468623527,30,21.43,3.17679083352996
959,83,1,3,8,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","D","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,26.69,4.72503968237305,30,11.62,1.6431676725155
960,83,1,4,1,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Population","Hatchability","%","No","No","A","Yes","No","No","No",60,94.62,5.42217668469038,30,96.85,4.05314692553823
961,83,1,4,2,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Population","Survival Rate","%","No","No","A","Yes","No","No","No",60,86.42,7.51358769164239,30,92.73,4.2722359485403
962,83,1,4,3,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",905,12.22,0.601664358259653,408,12.63,1.00995049383621
963,83,1,4,4,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",543,11.99,0.466047207909242,284,12.19,0.842614977317636
964,83,1,4,5,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Population","Gender","%","No","No","A","Yes","No","No","No",60,61.8,10.6119743686083,30,58.48,7.66811580507233
965,83,1,4,6,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Life-History Traits","Fecundity","No.","No","No","A","No","No","No","No",60,162.43,24.7870934157275,30,123.13,24.3188815532294
966,83,1,4,7,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,32.03,5.88693468623527,30,20.88,3.39587985653203
967,83,1,4,8,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,12,"Alternating",2,"Day",NA,"A","E","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,26.69,4.72503968237305,30,12.23,1.69793992826602
968,83,1,5,1,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Population","Hatchability","%","No","No","A","Yes","No","No","No",60,94.62,5.42217668469038,30,94.49,4.54609722729288
969,83,1,5,2,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Population","Survival Rate","%","No","No","A","Yes","No","No","No",60,86.42,7.51358769164239,30,92.37,5.42245331930114
970,83,1,5,3,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",905,12.22,0.601664358259653,427,10.88,0.826559132790873
971,83,1,5,4,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",543,11.99,0.466047207909242,222,10.38,0.595986577030054
972,83,1,5,5,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Population","Gender","%","No","No","A","Yes","No","No","No",60,61.8,10.6119743686083,30,66.09,9.25651122183731
973,83,1,5,6,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Life-History Traits","Fecundity","No.","No","No","A","No","No","No","No",60,162.43,24.7870934157275,30,91.92,21.5802687657035
974,83,1,5,7,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,32.03,5.88693468623527,30,16.73,2.84815729902686
975,83,1,5,8,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","F","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,26.69,4.72503968237305,30,8.88,1.25976188226188
976,83,1,6,1,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Population","Hatchability","%","No","No","A","Yes","No","No","No",60,94.62,5.42217668469038,30,91.81,6.57267069006199
977,83,1,6,2,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Population","Survival Rate","%","No","No","A","Yes","No","No","No",60,86.42,7.51358769164239,30,84.84,8.43492738557956
978,83,1,6,3,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",905,12.22,0.601664358259653,417,11.04,0.408411557133243
979,83,1,6,4,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",543,11.99,0.466047207909242,314,10.72,0.53160135440008
980,83,1,6,5,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Population","Gender","%","No","No","A","Yes","No","No","No",60,61.8,10.6119743686083,30,56.3,12.3785297996168
981,83,1,6,6,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Life-History Traits","Fecundity","No.","No","No","A","No","No","No","No",60,162.43,24.7870934157275,30,88.64,16.8698547711591
982,83,1,6,7,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,32.03,5.88693468623527,30,15.05,2.84815729902686
983,83,1,6,8,"T. Gotoh","Effects Of Constant And Variable Temperatures On Development And Reproduction Of The Two-Spotted Spider Mite Tetranychus Urticae (Acari: Tetranychidae)",2014,"Experimental And Applied Acarology",2.38,"Tetranychus urticae","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,22,22,18,"Alternating",2,"Day",NA,"A","G","A","Life-History Traits","Longevity","Days","No","No","A","No","No","No","No",60,26.69,4.72503968237305,30,9.9,1.75271218401653
